Order ID,price,Products,Total Revenue,Quantity Ordered,Purchase Address,Date,new date
187924,12000,Smart Watches,12000,1,"842 Lakeview St, San Francisco, CA 94016",28-Sept-51,28/09/1950
187925,5000,Power bank,5000,1,"688 Lincoln St, Los Angeles, CA 90001",29-Sept-51,29/09/1950
187926,4000,Trimmer Shever,4000,1,"206 Sunset St, Austin, TX 73301",30-Sept-51,30/09/1950
187927,12000,Smart Watches,12000,1,"771 Main St, New York City, NY 10001",01-Oct-51,01/10/1950
187928,4000,Trimmer Shever,8000,2,"259 Johnson St, San Francisco, CA 94016",02-Oct-51,02/10/1950
187929,6500,Wireless Earbuds,6500,1,"6 Lake St, San Francisco, CA 94016",03-Oct-51,03/10/1950
187930,12000,Smart Watches,12000,1,"118 5th St, San Francisco, CA 94016",04-Oct-51,04/10/1950
187931,12000,Smart Watches,12000,1,"344 Cedar St, San Francisco, CA 94016",05-Oct-51,05/10/1950
187932,12000,Smart Watches,12000,1,"154 8th St, Portland, OR 97035",06-Oct-51,06/10/1950
187932,4000,Trimmer Shever,4000,1,"154 8th St, Portland, OR 97035",07-Oct-51,07/10/1950
187933,12000,Smart Watches,12000,1,"394 Cherry St, San Francisco, CA 94016",08-Oct-51,08/10/1950
187934,12000,Smart Watches,12000,1,"415 Jefferson St, Seattle, WA 98101",09-Oct-51,09/10/1950
187935,12000,Smart Watches,12000,1,"967 Chestnut St, San Francisco, CA 94016",10-Oct-51,10/10/1950
187936,8000,Bluethoth Speakers,8000,1,"241 Walnut St, San Francisco, CA 94016",11-Oct-51,11/10/1950
187937,12000,Smart Watches,24000,2,"302 Sunset St, Boston, MA 02215",12-Oct-51,12/10/1950
187938,12000,Smart Watches,12000,1,"61 Center St, San Francisco, CA 94016",13-Oct-51,13/10/1950
187939,8000,Bluethoth Speakers,8000,1,"784 Meadow St, New York City, NY 10001",14-Oct-51,14/10/1950
187940,12000,Smart Watches,12000,1,"869 Sunset St, San Francisco, CA 94016",15-Oct-51,15/10/1950
187941,60000,Tablets,60000,1,"28 13th St, Atlanta, GA 30301",16-Oct-51,16/10/1950
187942,6500,Wireless Earbuds,6500,1,"598 5th St, San Francisco, CA 94016",17-Oct-51,17/10/1950
187943,60000,Tablets,60000,1,"764 9th St, Los Angeles, CA 90001",18-Oct-51,18/10/1950
187944,12000,Smart Watches,12000,1,"705 Willow St, Boston, MA 02215",19-Oct-51,19/10/1950
187945,12000,Smart Watches,12000,1,"549 Jefferson St, Seattle, WA 98101",20-Oct-51,20/10/1950
187946,5000,Power bank,5000,1,"669 Center St, Seattle, WA 98101",21-Oct-51,21/10/1950
187947,12000,Smart Watches,12000,1,"647 1st St, Los Angeles, CA 90001",22-Oct-51,22/10/1950
187948,4000,Trimmer Shever,4000,1,"721 12th St, Los Angeles, CA 90001",23-Oct-51,23/10/1950
187949,12000,Smart Watches,12000,1,"743 Park St, Seattle, WA 98101",24-Oct-51,24/10/1950
187950,4000,Trimmer Shever,4000,1,"213 Forest St, Los Angeles, CA 90001",25-Oct-51,25/10/1950
187951,150000,Laptops,150000,1,"83 Elm St, Atlanta, GA 30301",26-Oct-51,26/10/1950
187952,12000,Smart Watches,12000,1,"891 1st St, New York City, NY 10001",27-Oct-51,27/10/1950
187953,12000,Smart Watches,12000,1,"848 14th St, Seattle, WA 98101",28-Oct-51,28/10/1950
187954,5000,Power bank,5000,1,"872 Adams St, Portland, OR 97035",29-Oct-51,29/10/1950
187955,60000,Tablets,60000,1,"818 River St, Dallas, TX 75001",30-Oct-51,30/10/1950
187955,4000,Trimmer Shever,4000,1,"818 River St, Dallas, TX 75001",31-Oct-51,31/10/1950
187956,12000,Smart Watches,12000,1,"649 10th St, San Francisco, CA 94016",01-Nov-51,01/11/1950
187957,4000,Trimmer Shever,8000,2,"367 Adams St, Boston, MA 02215",02-Nov-51,02/11/1950
187958,6500,Wireless Earbuds,6500,1,"715 Sunset St, Los Angeles, CA 90001",03-Nov-51,03/11/1950
187959,12000,Smart Watches,12000,1,"609 11th St, New York City, NY 10001",04-Nov-51,04/11/1950
187960,12000,Smart Watches,12000,1,"281 Lakeview St, San Francisco, CA 94016",05-Nov-51,05/11/1950
187961,12000,Smart Watches,12000,1,"198 7th St, New York City, NY 10001",06-Nov-51,06/11/1950
187962,12000,Smart Watches,12000,1,"447 Lincoln St, Dallas, TX 75001",07-Nov-51,07/11/1950
187963,5000,Power bank,5000,1,"775 Chestnut St, New York City, NY 10001",08-Nov-51,08/11/1950
187964,12000,Smart Watches,12000,1,"47 10th St, San Francisco, CA 94016",09-Nov-51,09/11/1950
187965,60000,Tablets,60000,1,"307 5th St, Seattle, WA 98101",10-Nov-51,10/11/1950
187966,12000,Smart Watches,12000,1,"893 9th St, San Francisco, CA 94016",11-Nov-51,11/11/1950
187967,12000,Smart Watches,12000,1,"154 Dogwood St, Los Angeles, CA 90001",12-Nov-51,12/11/1950
187967,4000,Trimmer Shever,4000,1,"154 Dogwood St, Los Angeles, CA 90001",13-Nov-51,13/11/1950
187967,8000,Bluethoth Speakers,8000,1,"154 Dogwood St, Los Angeles, CA 90001",14-Nov-51,14/11/1950
187968,4000,Trimmer Shever,4000,1,"28 12th St, New York City, NY 10001",15-Nov-51,15/11/1950
187969,12000,Smart Watches,12000,1,"402 Chestnut St, Atlanta, GA 30301",16-Nov-51,16/11/1950
187970,60000,Tablets,60000,1,"11 Madison St, New York City, NY 10001",17-Nov-51,17/11/1950
187970,4000,Trimmer Shever,4000,1,"11 Madison St, New York City, NY 10001",18-Nov-51,18/11/1950
187971,60000,Tablets,60000,1,"805 Forest St, Los Angeles, CA 90001",19-Nov-51,19/11/1950
187972,12000,Smart Watches,12000,1,"239 Forest St, Dallas, TX 75001",20-Nov-51,20/11/1950
187973,12000,Smart Watches,12000,1,"830 5th St, Los Angeles, CA 90001",21-Nov-51,21/11/1950
187974,150000,Laptops,150000,1,"325 Wilson St, Los Angeles, CA 90001",22-Nov-51,22/11/1950
187975,12000,Smart Watches,12000,1,"495 North St, New York City, NY 10001",23-Nov-51,23/11/1950
187976,60000,Tablets,60000,1,"398 Cherry St, Atlanta, GA 30301",24-Nov-51,24/11/1950
187977,60000,Tablets,120000,2,"88 Forest St, San Francisco, CA 94016",25-Nov-51,25/11/1950
187978,60000,Tablets,60000,1,"810 Sunset St, New York City, NY 10001",26-Nov-51,26/11/1950
187978,8000,Bluethoth Speakers,8000,1,"810 Sunset St, New York City, NY 10001",27-Nov-51,27/11/1950
187979,12000,Smart Watches,12000,1,"85 North St, Boston, MA 02215",28-Nov-51,28/11/1950
187980,60000,Tablets,60000,1,"857 2nd St, Los Angeles, CA 90001",29-Nov-51,29/11/1950
187981,60000,Tablets,60000,1,"920 Lake St, Atlanta, GA 30301",30-Nov-51,30/11/1950
187982,150000,Laptops,300000,2,"213 6th St, Atlanta, GA 30301",01-Dec-51,01/12/1950
187983,60000,Tablets,60000,1,"881 Maple St, Austin, TX 73301",02-Dec-51,02/12/1950
187984,150000,Laptops,150000,1,"153 Walnut St, Portland, ME 04101",03-Dec-51,03/12/1950
187985,12000,Smart Watches,12000,1,"651 Cedar St, San Francisco, CA 94016",04-Dec-51,04/12/1950
187986,4000,Trimmer Shever,4000,1,"861 Adams St, Los Angeles, CA 90001",05-Dec-51,05/12/1950
187987,60000,Tablets,60000,1,"416 Wilson St, Atlanta, GA 30301",06-Dec-51,06/12/1950
187988,8000,Bluethoth Speakers,8000,1,"883 10th St, Dallas, TX 75001",07-Dec-51,07/12/1950
187989,12000,Smart Watches,12000,1,"589 13th St, Atlanta, GA 30301",08-Dec-51,08/12/1950
187990,12000,Smart Watches,12000,1,"974 Cedar St, Seattle, WA 98101",09-Dec-51,09/12/1950
187991,12000,Smart Watches,24000,2,"576 Pine St, Boston, MA 02215",10-Dec-51,10/12/1950
187992,6500,Wireless Earbuds,6500,1,"303 Cedar St, Dallas, TX 75001",11-Dec-51,11/12/1950
187993,60000,Tablets,60000,1,"130 Jackson St, Los Angeles, CA 90001",12-Dec-51,12/12/1950
187994,60000,Tablets,60000,1,"551 River St, Los Angeles, CA 90001",13-Dec-51,13/12/1950
187995,6500,Wireless Earbuds,6500,1,"265 9th St, San Francisco, CA 94016",14-Dec-51,14/12/1950
187996,12000,Smart Watches,12000,1,"509 8th St, San Francisco, CA 94016",15-Dec-51,15/12/1950
187997,4000,Trimmer Shever,4000,1,"765 Washington St, Los Angeles, CA 90001",16-Dec-51,16/12/1950
187998,4000,Trimmer Shever,4000,1,"775 7th St, New York City, NY 10001",17-Dec-51,17/12/1950
187999,12000,Smart Watches,12000,1,"363 12th St, San Francisco, CA 94016",18-Dec-51,18/12/1950
188000,5000,Power bank,5000,1,"921 Wilson St, San Francisco, CA 94016",19-Dec-51,19/12/1950
188001,150000,Laptops,150000,1,"721 Sunset St, Dallas, TX 75001",20-Dec-51,20/12/1950
188002,12000,Smart Watches,12000,1,"458 Madison St, Seattle, WA 98101",21-Dec-51,21/12/1950
188003,60000,Tablets,60000,1,"643 14th St, Los Angeles, CA 90001",22-Dec-51,22/12/1950
188004,6500,Wireless Earbuds,6500,1,"625 Maple St, Boston, MA 02215",23-Dec-51,23/12/1950
188005,6500,Wireless Earbuds,6500,1,"881 5th St, Austin, TX 73301",24-Dec-51,24/12/1950
188006,12000,Smart Watches,12000,1,"870 Jackson St, Los Angeles, CA 90001",25-Dec-51,25/12/1950
188007,75000,Mobiles,75000,1,"309 12th St, Atlanta, GA 30301",26-Dec-51,26/12/1950
188008,12000,Smart Watches,12000,1,"572 Lakeview St, Atlanta, GA 30301",27-Dec-51,27/12/1950
188009,4000,Trimmer Shever,4000,1,"367 Jackson St, Portland, ME 04101",28-Dec-51,28/12/1950
188010,12000,Smart Watches,12000,1,"861 Jefferson St, San Francisco, CA 94016",29-Dec-51,29/12/1950
188011,12000,Smart Watches,12000,1,"553 Church St, Boston, MA 02215",30-Dec-51,30/12/1950
188012,60000,Tablets,60000,1,"981 Hill St, New York City, NY 10001",31-Dec-51,31/12/1950
188013,150000,Laptops,150000,1,"65 Cherry St, Dallas, TX 75001",01-Jan-52,01/01/1951
188014,12000,Smart Watches,24000,2,"336 Lake St, Atlanta, GA 30301",02-Jan-52,02/01/1951
188015,12000,Smart Watches,12000,1,"749 Chestnut St, Portland, OR 97035",03-Jan-52,03/01/1951
188016,12000,Smart Watches,12000,1,"738 Spruce St, San Francisco, CA 94016",04-Jan-52,04/01/1951
188017,60000,Tablets,60000,1,"857 Spruce St, Portland, OR 97035",05-Jan-52,05/01/1951
188018,4000,Trimmer Shever,4000,1,"898 10th St, Los Angeles, CA 90001",06-Jan-52,06/01/1951
188019,60000,Tablets,60000,1,"462 Center St, Boston, MA 02215",07-Jan-52,07/01/1951
188020,12000,Smart Watches,12000,1,"820 11th St, Austin, TX 73301",08-Jan-52,08/01/1951
188021,150000,Laptops,150000,1,"3 Adams St, New York City, NY 10001",09-Jan-52,09/01/1951
188022,12000,Smart Watches,12000,1,"931 South St, San Francisco, CA 94016",10-Jan-52,10/01/1951
188023,12000,Smart Watches,12000,1,"443 Ridge St, Seattle, WA 98101",11-Jan-52,11/01/1951
188024,12000,Smart Watches,12000,1,"821 Maple St, San Francisco, CA 94016",12-Jan-52,12/01/1951
188025,6500,Wireless Earbuds,6500,1,"39 Park St, San Francisco, CA 94016",13-Jan-52,13/01/1951
188026,5000,Power bank,5000,1,"28 5th St, San Francisco, CA 94016",14-Jan-52,14/01/1951
188026,12000,Smart Watches,12000,1,"28 5th St, San Francisco, CA 94016",15-Jan-52,15/01/1951
188027,8000,Bluethoth Speakers,8000,1,"862 Lincoln St, San Francisco, CA 94016",16-Jan-52,16/01/1951
188028,12000,Smart Watches,12000,1,"504 Madison St, Los Angeles, CA 90001",17-Jan-52,17/01/1951
188028,4000,Trimmer Shever,4000,1,"504 Madison St, Los Angeles, CA 90001",18-Jan-52,18/01/1951
188029,60000,Tablets,60000,1,"389 8th St, Atlanta, GA 30301",19-Jan-52,19/01/1951
188030,4000,Trimmer Shever,4000,1,"407 13th St, Los Angeles, CA 90001",20-Jan-52,20/01/1951
188031,5000,Power bank,5000,1,"54 Willow St, Portland, ME 04101",21-Jan-52,21/01/1951
188032,12000,Smart Watches,12000,1,"126 Cedar St, San Francisco, CA 94016",22-Jan-52,22/01/1951
188033,12000,Smart Watches,12000,1,"897 4th St, New York City, NY 10001",23-Jan-52,23/01/1951
188034,12000,Smart Watches,12000,1,"364 Main St, Los Angeles, CA 90001",24-Jan-52,24/01/1951
188035,12000,Smart Watches,12000,1,"449 Wilson St, New York City, NY 10001",25-Jan-52,25/01/1951
188036,4000,Trimmer Shever,4000,1,"68 Lakeview St, Seattle, WA 98101",26-Jan-52,26/01/1951
188037,5000,Power bank,5000,1,"273 Church St, New York City, NY 10001",27-Jan-52,27/01/1951
188038,150000,Laptops,150000,1,"133 Chestnut St, Portland, OR 97035",28-Jan-52,28/01/1951
188038,60000,Tablets,60000,1,"133 Chestnut St, Portland, OR 97035",29-Jan-52,29/01/1951
188039,6500,Wireless Earbuds,6500,1,"759 13th St, Austin, TX 73301",30-Jan-52,30/01/1951
188040,60000,Tablets,60000,1,"698 Johnson St, Los Angeles, CA 90001",31-Jan-52,31/01/1951
188041,150000,Laptops,150000,1,"395 Washington St, San Francisco, CA 94016",01-Feb-52,01/02/1951
188042,12000,Smart Watches,12000,1,"279 Chestnut St, New York City, NY 10001",02-Feb-52,02/02/1951
188043,12000,Smart Watches,12000,1,"249 Lincoln St, San Francisco, CA 94016",03-Feb-52,03/02/1951
188044,6500,Wireless Earbuds,6500,1,"237 Highland St, San Francisco, CA 94016",04-Feb-52,04/02/1951
188045,60000,Tablets,60000,1,"521 Willow St, Los Angeles, CA 90001",05-Feb-52,05/02/1951
188046,60000,Tablets,120000,2,"662 Walnut St, Dallas, TX 75001",06-Feb-52,06/02/1951
188047,4000,Trimmer Shever,4000,1,"555 9th St, San Francisco, CA 94016",07-Feb-52,07/02/1951
188048,12000,Smart Watches,12000,1,"483 Ridge St, Portland, OR 97035",08-Feb-52,08/02/1951
188049,5000,Power bank,5000,1,"62 Cherry St, San Francisco, CA 94016",09-Feb-52,09/02/1951
188050,8000,Bluethoth Speakers,8000,1,"918 Dogwood St, Austin, TX 73301",10-Feb-52,10/02/1951
188051,5000,Power bank,5000,1,"920 Dogwood St, Seattle, WA 98101",11-Feb-52,11/02/1951
188052,60000,Tablets,60000,1,"877 Sunset St, Austin, TX 73301",12-Feb-52,12/02/1951
188053,4000,Trimmer Shever,4000,1,"422 Spruce St, Los Angeles, CA 90001",13-Feb-52,13/02/1951
188054,60000,Tablets,60000,1,"698 Sunset St, Portland, OR 97035",14-Feb-52,14/02/1951
188055,60000,Tablets,60000,1,"382 Hill St, San Francisco, CA 94016",15-Feb-52,15/02/1951
188056,12000,Smart Watches,12000,1,"592 13th St, Portland, OR 97035",16-Feb-52,16/02/1951
188057,8000,Bluethoth Speakers,8000,1,"434 Highland St, Boston, MA 02215",17-Feb-52,17/02/1951
188058,12000,Smart Watches,12000,1,"820 Madison St, Los Angeles, CA 90001",18-Feb-52,18/02/1951
188059,12000,Smart Watches,12000,1,"71 Center St, Los Angeles, CA 90001",19-Feb-52,19/02/1951
188060,150000,Laptops,150000,1,"521 Pine St, Seattle, WA 98101",20-Feb-52,20/02/1951
188061,60000,Tablets,60000,1,"349 Hickory St, San Francisco, CA 94016",21-Feb-52,21/02/1951
188062,12000,Smart Watches,12000,1,"148 Jackson St, Seattle, WA 98101",22-Feb-52,22/02/1951
188063,12000,Smart Watches,12000,1,"296 Walnut St, New York City, NY 10001",23-Feb-52,23/02/1951
188064,60000,Tablets,60000,1,"857 Lake St, Los Angeles, CA 90001",24-Feb-52,24/02/1951
188065,12000,Smart Watches,12000,1,"710 Ridge St, San Francisco, CA 94016",25-Feb-52,25/02/1951
188066,150000,Laptops,150000,1,"845 Jefferson St, Los Angeles, CA 90001",26-Feb-52,26/02/1951
188067,6500,Wireless Earbuds,6500,1,"191 Elm St, Austin, TX 73301",27-Feb-52,27/02/1951
188068,6500,Wireless Earbuds,6500,1,"218 Center St, Seattle, WA 98101",28-Feb-52,28/02/1951
188069,12000,Smart Watches,36000,3,"472 Chestnut St, Atlanta, GA 30301",29-Feb-52,28/02/1951
188070,12000,Smart Watches,12000,1,"998 Madison St, San Francisco, CA 94016",01-Mar-52,01/03/1951
188070,4000,Trimmer Shever,4000,1,"998 Madison St, San Francisco, CA 94016",02-Mar-52,02/03/1951
188071,60000,Tablets,60000,1,"520 Wilson St, Atlanta, GA 30301",03-Mar-52,03/03/1951
188072,6500,Wireless Earbuds,6500,1,"606 Meadow St, Seattle, WA 98101",04-Mar-52,04/03/1951
188073,8000,Bluethoth Speakers,8000,1,"277 Center St, Austin, TX 73301",05-Mar-52,05/03/1951
188074,60000,Tablets,60000,1,"9 Maple St, Dallas, TX 75001",06-Mar-52,06/03/1951
188075,6500,Wireless Earbuds,6500,1,"443 Main St, Los Angeles, CA 90001",07-Mar-52,07/03/1951
188076,12000,Smart Watches,24000,2,"259 Center St, Atlanta, GA 30301",08-Mar-52,08/03/1951
188077,150000,Laptops,150000,1,"884 Highland St, San Francisco, CA 94016",09-Mar-52,09/03/1951
188077,60000,Tablets,60000,1,"884 Highland St, San Francisco, CA 94016",10-Mar-52,10/03/1951
188078,12000,Smart Watches,12000,1,"699 11th St, Dallas, TX 75001",11-Mar-52,11/03/1951
188079,6500,Wireless Earbuds,6500,1,"981 6th St, Seattle, WA 98101",12-Mar-52,12/03/1951
188080,60000,Tablets,60000,1,"884 Dogwood St, San Francisco, CA 94016",13-Mar-52,13/03/1951
188081,12000,Smart Watches,12000,1,"297 Wilson St, San Francisco, CA 94016",14-Mar-52,14/03/1951
188082,8000,Bluethoth Speakers,8000,1,"373 Walnut St, New York City, NY 10001",15-Mar-52,15/03/1951
188083,6500,Wireless Earbuds,6500,1,"439 Madison St, Boston, MA 02215",16-Mar-52,16/03/1951
188084,60000,Tablets,60000,1,"767 Pine St, Atlanta, GA 30301",17-Mar-52,17/03/1951
188085,60000,Tablets,60000,1,"884 Church St, Boston, MA 02215",18-Mar-52,18/03/1951
188086,150000,Laptops,150000,1,"895 Jackson St, San Francisco, CA 94016",19-Mar-52,19/03/1951
188087,2500,Wall Charger,2500,1,"748 12th St, Seattle, WA 98101",20-Mar-52,20/03/1951
188087,150000,Laptops,150000,1,"748 12th St, Seattle, WA 98101",21-Mar-52,21/03/1951
188088,12000,Smart Watches,12000,1,"339 Main St, San Francisco, CA 94016",22-Mar-52,22/03/1951
188089,6500,Wireless Earbuds,6500,1,"281 Willow St, San Francisco, CA 94016",23-Mar-52,23/03/1951
188090,150000,Laptops,150000,1,"194 Center St, Los Angeles, CA 90001",24-Mar-52,24/03/1951
188091,6500,Wireless Earbuds,6500,1,"838 Cherry St, Dallas, TX 75001",25-Mar-52,25/03/1951
188092,12000,Smart Watches,12000,1,"587 Forest St, San Francisco, CA 94016",26-Mar-52,26/03/1951
188093,6500,Wireless Earbuds,6500,1,"733 14th St, Boston, MA 02215",27-Mar-52,27/03/1951
188094,12000,Smart Watches,12000,1,"852 8th St, Austin, TX 73301",28-Mar-52,28/03/1951
188095,60000,Tablets,60000,1,"590 1st St, Boston, MA 02215",29-Mar-52,29/03/1951
188096,8000,Bluethoth Speakers,8000,1,"286 Cedar St, New York City, NY 10001",30-Mar-52,30/03/1951
188097,60000,Tablets,60000,1,"92 5th St, Atlanta, GA 30301",31-Mar-52,31/03/1951
188097,4000,Trimmer Shever,4000,1,"92 5th St, Atlanta, GA 30301",01-Apr-52,01/04/1951
188097,5000,Power bank,5000,1,"92 5th St, Atlanta, GA 30301",02-Apr-52,02/04/1951
188098,150000,Laptops,150000,1,"419 Main St, Dallas, TX 75001",03-Apr-52,03/04/1951
188099,6500,Wireless Earbuds,6500,1,"81 Jefferson St, Seattle, WA 98101",04-Apr-52,04/04/1951
188100,12000,Smart Watches,24000,2,"217 Church St, Portland, ME 04101",05-Apr-52,05/04/1951
188101,12000,Smart Watches,12000,1,"431 Elm St, San Francisco, CA 94016",06-Apr-52,06/04/1951
188102,60000,Tablets,60000,1,"182 Maple St, Portland, OR 97035",07-Apr-52,07/04/1951
188103,75000,Mobiles,75000,1,"522 Elm St, Dallas, TX 75001",08-Apr-52,08/04/1951
188104,2500,Wall Charger,2500,1,"148 13th St, San Francisco, CA 94016",09-Apr-52,09/04/1951
188105,75000,Mobiles,75000,1,"403 North St, Seattle, WA 98101",10-Apr-52,10/04/1951
188106,4000,Trimmer Shever,4000,1,"244 6th St, Austin, TX 73301",11-Apr-52,11/04/1951
188107,6500,Wireless Earbuds,6500,1,"763 9th St, Atlanta, GA 30301",12-Apr-52,12/04/1951
188107,8000,Bluethoth Speakers,8000,1,"763 9th St, Atlanta, GA 30301",13-Apr-52,13/04/1951
188108,5000,Power bank,5000,1,"510 1st St, Austin, TX 73301",14-Apr-52,14/04/1951
188109,5000,Power bank,5000,1,"583 Hickory St, Dallas, TX 75001",15-Apr-52,15/04/1951
188110,12000,Smart Watches,12000,1,"94 11th St, Los Angeles, CA 90001",16-Apr-52,16/04/1951
188111,5000,Power bank,5000,1,"896 Lakeview St, Los Angeles, CA 90001",17-Apr-52,17/04/1951
188112,60000,Tablets,60000,1,"839 Lakeview St, Los Angeles, CA 90001",18-Apr-52,18/04/1951
188113,12000,Smart Watches,12000,1,"977 Cherry St, Los Angeles, CA 90001",19-Apr-52,19/04/1951
188113,4000,Trimmer Shever,4000,1,"977 Cherry St, Los Angeles, CA 90001",20-Apr-52,20/04/1951
188114,12000,Smart Watches,12000,1,"242 Meadow St, Seattle, WA 98101",21-Apr-52,21/04/1951
188115,12000,Smart Watches,12000,1,"274 West St, San Francisco, CA 94016",22-Apr-52,22/04/1951
188116,8000,Bluethoth Speakers,8000,1,"664 5th St, Los Angeles, CA 90001",23-Apr-52,23/04/1951
188117,8000,Bluethoth Speakers,8000,1,"599 Madison St, Atlanta, GA 30301",24-Apr-52,24/04/1951
188118,4000,Trimmer Shever,4000,1,"796 7th St, Los Angeles, CA 90001",25-Apr-52,25/04/1951
188119,8000,Bluethoth Speakers,8000,1,"668 Lakeview St, Seattle, WA 98101",26-Apr-52,26/04/1951
188120,12000,Smart Watches,36000,3,"651 Hill St, Seattle, WA 98101",27-Apr-52,27/04/1951
188121,8000,Bluethoth Speakers,8000,1,"457 Lake St, Boston, MA 02215",28-Apr-52,28/04/1951
188122,150000,Laptops,150000,1,"352 Ridge St, Los Angeles, CA 90001",29-Apr-52,29/04/1951
188122,60000,Tablets,60000,1,"352 Ridge St, Los Angeles, CA 90001",30-Apr-52,30/04/1951
188123,60000,Tablets,60000,1,"710 Adams St, Los Angeles, CA 90001",01-May-52,01/05/1951
188124,75000,Mobiles,75000,1,"773 Main St, Portland, ME 04101",02-May-52,02/05/1951
188125,12000,Smart Watches,12000,1,"581 North St, New York City, NY 10001",03-May-52,03/05/1951
188126,12000,Smart Watches,12000,1,"540 Madison St, Seattle, WA 98101",04-May-52,04/05/1951
188127,60000,Tablets,60000,1,"49 Lincoln St, San Francisco, CA 94016",05-May-52,05/05/1951
188128,4000,Trimmer Shever,4000,1,"648 Dogwood St, Seattle, WA 98101",06-May-52,06/05/1951
188129,150000,Laptops,150000,1,"65 9th St, Atlanta, GA 30301",07-May-52,07/05/1951
188130,8000,Bluethoth Speakers,8000,1,"376 Ridge St, Atlanta, GA 30301",08-May-52,08/05/1951
188131,12000,Smart Watches,12000,1,"415 Cedar St, Seattle, WA 98101",09-May-52,09/05/1951
188132,6500,Wireless Earbuds,6500,1,"981 10th St, Seattle, WA 98101",10-May-52,10/05/1951
188133,4000,Trimmer Shever,4000,1,"682 4th St, New York City, NY 10001",11-May-52,11/05/1951
188134,8000,Bluethoth Speakers,8000,1,"319 Spruce St, San Francisco, CA 94016",12-May-52,12/05/1951
188135,12000,Smart Watches,12000,1,"781 13th St, Los Angeles, CA 90001",13-May-52,13/05/1951
188136,8000,Bluethoth Speakers,8000,1,"684 Main St, Boston, MA 02215",14-May-52,14/05/1951
188137,60000,Tablets,60000,1,"762 South St, San Francisco, CA 94016",15-May-52,15/05/1951
188138,12000,Smart Watches,24000,2,"931 5th St, San Francisco, CA 94016",16-May-52,16/05/1951
188139,12000,Smart Watches,12000,1,"529 4th St, Portland, ME 04101",17-May-52,17/05/1951
188140,6500,Wireless Earbuds,6500,1,"837 Lake St, San Francisco, CA 94016",18-May-52,18/05/1951
188141,12000,Smart Watches,12000,1,"138 7th St, Los Angeles, CA 90001",19-May-52,19/05/1951
188142,2500,Wall Charger,2500,1,"127 Main St, Los Angeles, CA 90001",20-May-52,20/05/1951
188142,12000,Smart Watches,24000,2,"127 Main St, Los Angeles, CA 90001",21-May-52,21/05/1951
188143,4000,Trimmer Shever,4000,1,"193 10th St, Portland, OR 97035",22-May-52,22/05/1951
188144,12000,Smart Watches,24000,2,"728 West St, New York City, NY 10001",23-May-52,23/05/1951
188145,12000,Smart Watches,12000,1,"152 Maple St, San Francisco, CA 94016",24-May-52,24/05/1951
188146,4000,Trimmer Shever,4000,1,"280 Church St, Boston, MA 02215",25-May-52,25/05/1951
188147,60000,Tablets,60000,1,"844 Adams St, New York City, NY 10001",26-May-52,26/05/1951
188148,12000,Smart Watches,24000,2,"539 Willow St, Atlanta, GA 30301",27-May-52,27/05/1951
188149,6500,Wireless Earbuds,6500,1,"301 Hill St, San Francisco, CA 94016",28-May-52,28/05/1951
188150,12000,Smart Watches,12000,1,"752 10th St, San Francisco, CA 94016",29-May-52,29/05/1951
188151,12000,Smart Watches,12000,1,"225 11th St, Austin, TX 73301",30-May-52,30/05/1951
188152,12000,Smart Watches,12000,1,"774 Meadow St, Dallas, TX 75001",31-May-52,31/05/1951
188153,12000,Smart Watches,24000,2,"777 Cedar St, Dallas, TX 75001",01-Jun-52,01/06/1951
188154,12000,Smart Watches,12000,1,"551 Jefferson St, New York City, NY 10001",02-Jun-52,02/06/1951
188155,12000,Smart Watches,12000,1,"869 9th St, San Francisco, CA 94016",03-Jun-52,03/06/1951
188156,12000,Smart Watches,12000,1,"649 Meadow St, Los Angeles, CA 90001",04-Jun-52,04/06/1951
188157,4000,Trimmer Shever,4000,1,"936 12th St, Los Angeles, CA 90001",05-Jun-52,05/06/1951
188158,60000,Tablets,60000,1,"453 West St, San Francisco, CA 94016",06-Jun-52,06/06/1951
188159,4000,Trimmer Shever,4000,1,"935 Washington St, New York City, NY 10001",07-Jun-52,07/06/1951
188160,8000,Bluethoth Speakers,8000,1,"533 Wilson St, Dallas, TX 75001",08-Jun-52,08/06/1951
188161,60000,Tablets,60000,1,"344 Pine St, San Francisco, CA 94016",09-Jun-52,09/06/1951
188162,150000,Laptops,150000,1,"368 5th St, Seattle, WA 98101",10-Jun-52,10/06/1951
188163,12000,Smart Watches,12000,1,"38 Forest St, San Francisco, CA 94016",11-Jun-52,11/06/1951
188164,6500,Wireless Earbuds,6500,1,"317 Willow St, San Francisco, CA 94016",12-Jun-52,12/06/1951
188165,60000,Tablets,60000,1,"197 Hickory St, Atlanta, GA 30301",13-Jun-52,13/06/1951
188166,60000,Tablets,60000,1,"447 Wilson St, New York City, NY 10001",14-Jun-52,14/06/1951
188167,4000,Trimmer Shever,8000,2,"282 Cedar St, Atlanta, GA 30301",15-Jun-52,15/06/1951
188168,12000,Smart Watches,24000,2,"775 Maple St, Los Angeles, CA 90001",16-Jun-52,16/06/1951
188169,12000,Smart Watches,24000,2,"281 Elm St, New York City, NY 10001",17-Jun-52,17/06/1951
188170,150000,Laptops,150000,1,"461 Elm St, New York City, NY 10001",18-Jun-52,18/06/1951
188171,12000,Smart Watches,36000,3,"965 Chestnut St, Seattle, WA 98101",19-Jun-52,19/06/1951
